"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 5, High Needs (F/R, EL or SWD)"

"",,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"District","District Code","School","SchoolCode","High Needs (F/R, EL or SWD)","Total Numberof Students","Total NumberTested","ParticipationRate","Total Number with Scored Tests","Count","%","Count","%","Count","%","Count","%","Count","%","Count","%","AverageSS"
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""","N",57,57,100.0,57,0,0.0,"*","*",7,12.3,36,63.2,"*","*","*","*",277
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""","Y",35,35,100.0,35,"*","*","*","*",10,28.6,9,25.7,"*","*","*","*",226
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""","N",73,72,98.6,72,"*","*","*","*",14,19.4,44,61.1,"*","*","*","*",267
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""","N",104,104,100.0,104,0,0.0,"*","*","*","*","*","*","*","*","*","*",278
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""","Y",40,40,100.0,40,"*","*","*","*",12,30.0,16,40.0,"*","*","*","*",240
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""","N",84,84,100.0,84,0,0.0,"*","*",11,13.1,46,54.8,"*","*","*","*",278
"Wallingford School District","=""1480011""","Harvest Park","=""1489211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Washington School","=""1512311""","Y","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Waterbury School District","=""1510011""","Washington School","=""1512311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Bunker Hill BDLC","=""1510111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","B.W. Tinker BDLC","=""1510411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""","Y",46,46,100.0,46,"*","*","*","*","*","*","*","*",0,0.0,"*","*",200
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""","N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""","Y",72,72,100.0,72,"*","*","*","*","*","*","*","*","*","*","*","*",213
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""","N",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","H. S. Chase School","=""1510711""","Y",111,111,100.0,111,"*","*","*","*","*","*","*","*","*","*","*","*",209
"Waterbury School District","=""1510011""","H. S. Chase School","=""1510711""","N",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""","Y",30,30,100.0,30,"*","*","*","*","*","*","*","*",0,0.0,"*","*",221
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""","N",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Driggs School","=""1510911""","Y",70,70,100.0,70,"*","*","*","*","*","*","*","*",0,0.0,"*","*",214
"Waterbury School District","=""1510011""","Driggs School","=""1510911""","N",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Margaret M. Generali Elementary School","=""1511111""","Y",67,67,100.0,66,"*","*","*","*","*","*","*","*","*","*","*","*",231
"Waterbury School District","=""1510011""","Margaret M. Generali Elementary School","=""1511111""","N",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Woodrow Wilson BDLC","=""1511211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Hopeville School","=""1511311""","Y",45,45,100.0,45,"*","*","*","*","*","*","*","*","*","*","*","*",213
"Waterbury School District","=""1510011""","Hopeville School","=""1511311""","N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","F. J. Kingsbury School","=""1511411""","Y",72,72,100.0,72,"*","*","*","*","*","*","*","*","*","*","*","*",232
"Waterbury School District","=""1510011""","F. J. Kingsbury School","=""1511411""","N",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Duggan School","=""1511611""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Duggan School","=""1511611""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Sprague School","=""1512011""","Y","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Waterbury School District","=""1510011""","Sprague School","=""1512011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""","Y",80,80,100.0,80,18,22.5,"*","*",24,30.0,20,25.0,"*","*","*","*",221
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""","N",25,25,100.0,25,0,0.0,8,32.0,9,36.0,"*","*","*","*",8,32.0,233
"Waterbury School District","=""1510011""","Walsh School","=""1512211""","Y","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Waterbury School District","=""1510011""","Walsh School","=""1512211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Gilmartin School","=""1512611""","Y",38,38,100.0,38,"*","*","*","*","*","*","*","*",0,0.0,"*","*",199
"Waterbury School District","=""1510011""","Gilmartin School","=""1512611""","N",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Carrington School","=""1512711""","Y",47,47,100.0,47,"*","*","*","*","*","*","*","*","*","*","*","*",216
"Waterbury School District","=""1510011""","Carrington School","=""1512711""","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Regan School","=""1512811""","Y",43,43,100.0,43,"*","*","*","*","*","*","*","*","*","*","*","*",230
"Waterbury School District","=""1510011""","Regan School","=""1512811""","N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Maloney Interdistrict Magnet School","=""1513111""","Y",56,56,100.0,56,"*","*",16,28.6,12,21.4,21,37.5,"*","*","*","*",237
"Waterbury School District","=""1510011""","Maloney Interdistrict Magnet School","=""1513111""","N",30,30,100.0,30,"*","*",0,0.0,9,30.0,17,56.7,"*","*","*","*",254
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""","Y","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Rotella Interdistrict Magnet School","=""1513311""","Y",62,62,100.0,62,"*","*","*","*",16,25.8,25,40.3,"*","*","*","*",239
"Waterbury School District","=""1510011""","Rotella Interdistrict Magnet School","=""1513311""","N",34,34,100.0,34,0,0.0,"*","*",8,23.5,19,55.9,"*","*","*","*",262
"Waterbury School District","=""1510011""","Reed School","=""1513411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Reed School","=""1513411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Margaret M. Generali Autism","=""1513511""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Chase Bilingual","=""1514111""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Bucks Hill Bilingual","=""1514311""","Y",31,31,100.0,31,27,87.1,"*","*","*","*",0,0.0,0,0.0,0,0.0,152
"Waterbury School District","=""1510011""","State Street School","=""1519011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterford School District","=""1520011""","Great Neck Elementary School","=""1520211""","Y",21,21,100.0,21,"*","*",6,28.6,8,38.1,"*","*","*","*","*","*",238
"Waterford School District","=""1520011""","Great Neck Elementary School","=""1520211""","N",42,42,100.0,42,"*","*",0,0.0,8,19.0,"*","*","*","*","*","*",270
"Waterford School District","=""1520011""","Oswegatchie Elementary School","=""1520611""","Y",25,24,96.0,24,"*","*","*","*","*","*",11,45.8,"*","*","*","*",260
"Waterford School District","=""1520011""","Oswegatchie Elementary School","=""1520611""","N",43,43,100.0,43,"*","*","*","*","*","*",26,60.5,"*","*","*","*",271
"Waterford School District","=""1520011""","Quaker Hill Elementary School","=""1520711""","Y",24,24,100.0,24,"*","*","*","*","*","*",9,37.5,"*","*","*","*",239
"Waterford School District","=""1520011""","Quaker Hill Elementary School","=""1520711""","N",42,42,100.0,42,0,0.0,0,0.0,"*","*",27,64.3,"*","*","*","*",279
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""","Y",37,37,100.0,37,"*","*",7,18.9,6,16.2,18,48.6,"*","*","*","*",245
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""","N",52,52,100.0,52,0,0.0,0,0.0,"*","*",24,46.2,"*","*","*","*",273
"Watertown School District","=""1530011""","Polk School","=""1530411""","Y",56,56,100.0,56,"*","*","*","*",12,21.4,20,35.7,10,17.9,30,53.6,248
"Watertown School District","=""1530011""","Polk School","=""1530411""","N",65,65,100.0,65,0,0.0,"*","*","*","*",38,58.5,13,20.0,51,78.5,273
"West Hartford School District","=""1550011""","Smith School","=""1551711""","Y",32,32,100.0,32,"*","*","*","*","*","*",16,50.0,"*","*","*","*",255
"West Hartford School District","=""1550011""","Smith School","=""1551711""","N",28,28,100.0,28,0,0.0,0,0.0,"*","*",11,39.3,"*","*","*","*",303
"West Hartford School District","=""1550011""","Braeburn School","=""1550211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","Braeburn School","=""1550211""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","Bugbee School","=""1550411""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","Bugbee School","=""1550411""","N",69,69,100.0,69,0,0.0,"*","*","*","*","*","*","*","*","*","*",287
"West Hartford School District","=""1550011""","Charter Oak International Academy","=""1550511""","Y",26,26,100.0,26,"*","*","*","*","*","*",8,30.8,"*","*","*","*",234
"West Hartford School District","=""1550011""","Charter Oak International Academy","=""1550511""","N",26,26,100.0,26,"*","*","*","*","*","*",8,30.8,"*","*","*","*",273
"West Hartford School District","=""1550011""","Duffy School","=""1550611""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","Duffy School","=""1550611""","N",70,70,100.0,70,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",287
"West Hartford School District","=""1550011""","Morley School","=""1550911""","Y",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","Morley School","=""1550911""","N",43,43,100.0,43,0,0.0,"*","*","*","*","*","*","*","*","*","*",293
"West Hartford School District","=""1550011""","Norfeldt School","=""1551011""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","Norfeldt School","=""1551011""","N",56,56,100.0,56,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",277
"West Hartford School District","=""1550011""","Webster Hill School","=""1551211""","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","Webster Hill School","=""1551211""","N",52,51,98.1,51,"*","*","*","*","*","*","*","*","*","*","*","*",268
"West Hartford School District","=""1550011""","Whiting Lane School","=""1551311""","Y",24,24,100.0,24,"*","*","*","*","*","*",6,25.0,"*","*","*","*",244
"West Hartford School District","=""1550011""","Whiting Lane School","=""1551311""","N",54,54,100.0,54,0,0.0,"*","*","*","*",33,61.1,"*","*","*","*",293
"West Hartford School District","=""1550011""","Wolcott School","=""1551511""","Y",26,26,100.0,26,"*","*",0,0.0,"*","*",13,50.0,"*","*","*","*",246
"West Hartford School District","=""1550011""","Wolcott School","=""1551511""","N",47,47,100.0,47,0,0.0,"*","*","*","*",23,48.9,"*","*","*","*",288
"West Hartford School District","=""1550011""","Aiken School","=""1551611""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","Aiken School","=""1551611""","N",61,61,100.0,61,0,0.0,"*","*","*","*","*","*","*","*","*","*",275
"West Haven School District","=""1560011""","Carrigan 5/6 Intermediate School","=""1565311""","Y",337,335,99.4,335,"*","*","*","*",102,30.4,123,36.7,24,7.2,147,43.9,241
"West Haven School District","=""1560011""","Carrigan 5/6 Intermediate School","=""1565311""","N",147,147,100.0,147,"*","*","*","*",29,19.7,74,50.3,38,25.9,112,76.2,275
"Westbrook School District","=""1540011""","Westbrook Middle School","=""1545111""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""","Westbrook Middle School","=""1545111""","N",43,43,100.0,43,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",278
"Weston School District","=""1570011""","Weston Intermediate School","=""1570211""","Y",21,20,95.2,20,0,0.0,"*","*",7,35.0,6,30.0,"*","*","*","*",260
"Weston School District","=""1570011""","Weston Intermediate School","=""1570211""","N",161,160,99.4,160,0,0.0,"*","*",9,5.6,69,43.1,"*","*","*","*",301
"Westport School District","=""1580011""","Green's Farms Segregated","=""1580211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","Coleytown Elementary School","=""1580311""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","Coleytown Elementary School","=""1580311""","N",82,82,100.0,82,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",297
"Westport School District","=""1580011""","Green's Farms School","=""1580411""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","Green's Farms School","=""1580411""","N",68,68,100.0,68,0,0.0,"*","*","*","*","*","*","*","*","*","*",290
"Westport School District","=""1580011""","King's Highway Elementary School","=""1580511""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","King's Highway Elementary School","=""1580511""","N",58,58,100.0,58,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",283
"Westport School District","=""1580011""","Long Lots School","=""1580711""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","Long Lots School","=""1580711""","N",104,104,100.0,104,"*","*",0,0.0,"*","*","*","*","*","*","*","*",296
"Westport School District","=""1580011""","Saugatuck Elementary School","=""1580811""","Y",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","Saugatuck Elementary School","=""1580811""","N",79,79,100.0,79,0,0.0,"*","*","*","*","*","*","*","*","*","*",291
"Wethersfield School District","=""1590011""","Emerson-Williams School","=""1590211""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wethersfield School District","=""1590011""","Emerson-Williams School","=""1590211""","N",35,35,100.0,35,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",280
"Wethersfield School District","=""1590011""","Alfred W. Hanmer School","=""1590811""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wethersfield School District","=""1590011""","Alfred W. Hanmer School","=""1590811""","N",40,40,100.0,40,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",287
"Wethersfield School District","=""1590011""","Charles Wright School","=""1591011""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wethersfield School District","=""1590011""","Charles Wright School","=""1591011""","N",35,35,100.0,35,0,0.0,"*","*","*","*","*","*","*","*","*","*",286
"Wethersfield School District","=""1590011""","Highcrest School","=""1591111""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wethersfield School District","=""1590011""","Highcrest School","=""1591111""","N",54,54,100.0,54,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",288
"Wethersfield School District","=""1590011""","Samuel B. Webb Elementary School","=""1591211""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wethersfield School District","=""1590011""","Samuel B. Webb Elementary School","=""1591211""","N",25,25,100.0,25,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",276
"Willington School District","=""1600011""","Hall Memorial School","=""1605111""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Willington School District","=""1600011""","Hall Memorial School","=""1605111""","N",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","Cider Mill School","=""1610711""","Y",61,60,98.4,60,"*","*","*","*",20,33.3,19,31.7,7,11.7,26,43.3,243
"Wilton School District","=""1610011""","Cider Mill School","=""1610711""","N",281,280,99.6,280,0,0.0,"*","*","*","*",164,58.6,82,29.3,246,87.9,283
"Winchester School District","=""1620011""","Pearson Middle School","=""1625111""","Y",60,60,100.0,60,"*","*","*","*","*","*",19,31.7,"*","*","*","*",229
"Winchester School District","=""1620011""","Pearson Middle School","=""1625111""","N",28,28,100.0,28,"*","*","*","*","*","*",18,64.3,"*","*","*","*",258
"Windham School District","=""1630011""","Natchaug School","=""1630111""","Y","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Windham School District","=""1630011""","Natchaug School","=""1630111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windham School District","=""1630011""","North Windham School","=""1630311""","Y",52,52,100.0,52,"*","*","*","*","*","*","*","*","*","*","*","*",210
"Windham School District","=""1630011""","North Windham School","=""1630311""","N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windham School District","=""1630011""","Charles H. Barrows STEM Academy","=""1630411""","Y",30,30,100.0,30,"*","*","*","*","*","*",12,40.0,"*","*","*","*",241
"Windham School District","=""1630011""","Charles H. Barrows STEM Academy","=""1630411""","N",30,30,100.0,30,0,0.0,"*","*","*","*",19,63.3,"*","*","*","*",273
"Windham School District","=""1630011""","Windham Center School","=""1630511""","Y",36,36,100.0,36,"*","*","*","*","*","*","*","*",0,0.0,"*","*",205
"Windham School District","=""1630011""","Windham Center School","=""1630511""","N",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windham School District","=""1630011""","W. B. Sweeney School","=""1630611""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windham School District","=""1630011""","W. B. Sweeney School","=""1630611""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","South Elementary School","=""1650411""","Y",65,65,100.0,65,"*","*","*","*",21,32.3,15,23.1,"*","*","*","*",228
"Windsor Locks School District","=""1650011""","South Elementary School","=""1650411""","N",65,65,100.0,65,"*","*","*","*",17,26.2,23,35.4,"*","*","*","*",275
"Windsor School District","=""1640011""","Clover Street School","=""1640111""","Y",43,43,100.0,43,"*","*","*","*",11,25.6,6,14.0,7,16.3,13,30.2,232
"Windsor School District","=""1640011""","Clover Street School","=""1640111""","N",46,46,100.0,46,0,0.0,"*","*","*","*",26,56.5,10,21.7,36,78.3,272
"Windsor School District","=""1640011""","John F. Kennedy School","=""1640811""","Y",66,66,100.0,66,"*","*","*","*",12,18.2,17,25.8,0,0.0,17,25.8,212
"Windsor School District","=""1640011""","John F. Kennedy School","=""1640811""","N",77,76,98.7,76,"*","*","*","*",21,27.6,44,57.9,"*","*","*","*",256
"Wolcott School District","=""1660011""","Frisbie School","=""1660211""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wolcott School District","=""1660011""","Frisbie School","=""1660211""","N",50,50,100.0,50,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",305
"Wolcott School District","=""1660011""","ABC Classroom","=""1660311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wolcott School District","=""1660011""","Wakelee School","=""1660511""","Y",29,29,100.0,29,"*","*","*","*","*","*",14,48.3,"*","*","*","*",249
"Wolcott School District","=""1660011""","Wakelee School","=""1660511""","N",46,46,100.0,46,0,0.0,"*","*","*","*",26,56.5,"*","*","*","*",283
"Wolcott School District","=""1660011""","Alcott School","=""1660611""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wolcott School District","=""1660011""","Alcott School","=""1660611""","N",31,31,100.0,31,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",269
"Woodbridge School District","=""1670011""","Beecher Road School","=""1670311""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Woodbridge School District","=""1670011""","Beecher Road School","=""1670311""","N",82,82,100.0,82,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",314
"Woodstock School District","=""1690011""","Woodstock Middle School","=""1695111""","Y",25,24,96.0,24,"*","*","*","*","*","*",12,50.0,"*","*","*","*",251
"Woodstock School District","=""1690011""","Woodstock Middle School","=""1695111""","N",88,88,100.0,88,"*","*","*","*","*","*",47,53.4,"*","*","*","*",285

