"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 5, Gender"

"",,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"District","District Code","School","SchoolCode","Gender","Total Numberof Students","Total NumberTested","ParticipationRate","Total Number with Scored Tests","Count","%","Count","%","Count","%","Count","%","Count","%","Count","%","AverageSS"
"Willington School District","=""1600011""","Hall Memorial School","=""1605111""","M",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","Cider Mill School","=""1610711""","F",173,171,98.8,171,"*","*","*","*",25,14.6,97,56.7,42,24.6,139,81.3,276
"Wilton School District","=""1610011""","Cider Mill School","=""1610711""","M",169,169,100.0,169,"*","*","*","*",27,16.0,86,50.9,47,27.8,133,78.7,276
"Winchester School District","=""1620011""","Pearson Middle School","=""1625111""","F",48,48,100.0,48,"*","*",11,22.9,8,16.7,21,43.8,"*","*","*","*",234
"Winchester School District","=""1620011""","Pearson Middle School","=""1625111""","M",40,40,100.0,40,"*","*",6,15.0,10,25.0,16,40.0,"*","*","*","*",243
"Windham School District","=""1630011""","Natchaug School","=""1630111""","F",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windham School District","=""1630011""","Natchaug School","=""1630111""","M",30,30,100.0,30,"*","*","*","*","*","*","*","*",0,0.0,"*","*",207
"Windham School District","=""1630011""","North Windham School","=""1630311""","F",26,26,100.0,26,8,30.8,"*","*",6,23.1,"*","*","*","*","*","*",210
"Windham School District","=""1630011""","North Windham School","=""1630311""","M",32,32,100.0,32,10,31.3,"*","*",6,18.8,"*","*",0,0.0,"*","*",219
"Windham School District","=""1630011""","Charles H. Barrows STEM Academy","=""1630411""","F",27,27,100.0,27,"*","*","*","*","*","*",11,40.7,"*","*","*","*",253
"Windham School District","=""1630011""","Charles H. Barrows STEM Academy","=""1630411""","M",33,33,100.0,33,"*","*","*","*","*","*",20,60.6,"*","*","*","*",260
"Windham School District","=""1630011""","Windham Center School","=""1630511""","F",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windham School District","=""1630011""","Windham Center School","=""1630511""","M",26,26,100.0,26,"*","*","*","*","*","*","*","*",0,0.0,"*","*",211
"Windham School District","=""1630011""","W. B. Sweeney School","=""1630611""","F",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windham School District","=""1630011""","W. B. Sweeney School","=""1630611""","M",23,23,100.0,23,"*","*","*","*","*","*","*","*","*","*","*","*",227
"Windsor Locks School District","=""1650011""","South Elementary School","=""1650411""","F",60,60,100.0,60,"*","*","*","*",13,21.7,19,31.7,14,23.3,33,55.0,258
"Windsor Locks School District","=""1650011""","South Elementary School","=""1650411""","M",70,70,100.0,70,"*","*",13,18.6,25,35.7,19,27.1,"*","*","*","*",246
"Windsor School District","=""1640011""","Clover Street School","=""1640111""","F",43,43,100.0,43,"*","*","*","*",11,25.6,14,32.6,8,18.6,22,51.2,250
"Windsor School District","=""1640011""","Clover Street School","=""1640111""","M",46,46,100.0,46,"*","*",8,17.4,"*","*",18,39.1,9,19.6,27,58.7,254
"Windsor School District","=""1640011""","John F. Kennedy School","=""1640811""","F",66,65,98.5,65,11,16.9,"*","*",16,24.6,31,47.7,"*","*","*","*",240
"Windsor School District","=""1640011""","John F. Kennedy School","=""1640811""","M",77,77,100.0,77,14,18.2,"*","*",17,22.1,30,39.0,"*","*","*","*",232
"Wolcott School District","=""1660011""","Frisbie School","=""1660211""","F",35,35,100.0,35,0,0.0,0,0.0,"*","*","*","*",19,54.3,"*","*",301
"Wolcott School District","=""1660011""","Frisbie School","=""1660211""","M",31,31,100.0,31,0,0.0,0,0.0,"*","*","*","*",17,54.8,"*","*",297
"Wolcott School District","=""1660011""","ABC Classroom","=""1660311""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wolcott School District","=""1660011""","Wakelee School","=""1660511""","F",36,36,100.0,36,"*","*",0,0.0,"*","*",20,55.6,9,25.0,29,80.6,280
"Wolcott School District","=""1660011""","Wakelee School","=""1660511""","M",39,39,100.0,39,"*","*","*","*",6,15.4,20,51.3,6,15.4,26,66.7,261
"Wolcott School District","=""1660011""","Alcott School","=""1660611""","F",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wolcott School District","=""1660011""","Alcott School","=""1660611""","M",21,21,100.0,21,0,0.0,"*","*","*","*","*","*","*","*","*","*",262
"Woodbridge School District","=""1670011""","Beecher Road School","=""1670311""","F",48,48,100.0,48,"*","*",0,0.0,"*","*",16,33.3,29,60.4,45,93.8,311
"Woodbridge School District","=""1670011""","Beecher Road School","=""1670311""","M",47,47,100.0,47,0,0.0,"*","*","*","*",17,36.2,27,57.4,44,93.6,303
"Woodstock School District","=""1690011""","Woodstock Middle School","=""1695111""","F",52,52,100.0,52,"*","*","*","*","*","*",29,55.8,17,32.7,46,88.5,280
"Woodstock School District","=""1690011""","Woodstock Middle School","=""1695111""","M",61,60,98.4,60,"*","*","*","*","*","*",30,50.0,18,30.0,48,80.0,276

